,离职人数,疫情等级,月份,lunar_year,lunar_month,lunar_day,前一天在职人数,IsHoliday,IsSpringFestival
2020-08-17,1350.0,1,8,2020,6,28,73389,0,0
2020-08-18,935.0,1,8,2020,6,29,72512,0,0
2020-08-19,919.0,1,8,2020,7,1,72102,0,0
2020-08-20,1358.0,1,8,2020,7,2,71834,0,0
2020-08-21,1340.0,1,8,2020,7,3,71067,0,0
2020-08-22,1436.0,1,8,2020,7,4,70224,0,0
2020-08-23,0.0,1,8,2020,7,5,69380,0,0
2020-08-24,1777.0,1,8,2020,7,6,70032,0,0
2020-08-25,1713.0,1,8,2020,7,7,69239,0,0
2020-08-26,1962.0,1,8,2020,7,8,68131,0,0
2020-08-27,1935.0,1,8,2020,7,9,67546,0,0
2020-08-28,1429.0,1,8,2020,7,10,67036,0,0
2020-08-29,1563.0,1,8,2020,7,11,66885,0,0
2020-08-30,62.0,1,8,2020,7,12,66739,0,0
2020-08-31,2117.0,1,8,2020,7,13,68094,0,0
2020-09-01,1571.0,1,9,2020,7,14,68895,0,0
2020-09-02,1259.0,1,9,2020,7,15,67527,0,0
2020-09-03,1363.0,1,9,2020,7,16,66415,0,0
2020-09-04,1486.0,1,9,2020,7,17,66608,0,0
2020-09-05,893.0,1,9,2020,7,18,66350,0,0
2020-09-06,47.0,1,9,2020,7,19,66695,0,0
2020-09-07,1653.0,1,9,2020,7,20,67871,0,0
2020-09-08,1282.0,1,9,2020,7,21,67263,0,0
2020-09-09,880.0,1,9,2020,7,22,66651,0,0
2020-09-10,1625.0,1,9,2020,7,23,67316,0,0
2020-09-11,1290.0,1,9,2020,7,24,67067,0,0
2020-09-12,522.0,1,9,2020,7,25,67036,0,0
2020-09-13,0.0,1,9,2020,7,26,67596,0,0
2020-09-14,1067.0,1,9,2020,7,27,68697,0,0
2020-09-15,836.0,1,9,2020,7,28,67637,0,0
2020-09-16,746.0,1,9,2020,7,29,69120,0,0
2020-09-17,1130.0,1,9,2020,8,1,68584,0,0
2020-09-18,993.0,1,9,2020,8,2,68589,0,0
2020-09-19,535.0,1,9,2020,8,3,68293,0,0
2020-09-20,0.0,1,9,2020,8,4,68235,0,0
2020-09-21,1130.0,1,9,2020,8,5,68425,0,0
2020-09-22,748.0,1,9,2020,8,6,67322,0,0
2020-09-23,717.0,1,9,2020,8,7,66935,0,0
2020-09-24,1075.0,1,9,2020,8,8,66545,0,0
2020-09-25,991.0,1,9,2020,8,9,65807,0,0
2020-09-26,654.0,1,9,2020,8,10,65181,0,0
2020-09-27,0.0,1,9,2020,8,11,64909,0,0
2020-09-28,1360.0,1,9,2020,8,12,65357,0,0
2020-09-29,2036.0,1,9,2020,8,13,63997,0,0
2020-09-30,1236.0,1,9,2020,8,14,62693,0,0
2020-10-01,36.0,1,10,2020,8,15,61457,1,0
2020-10-02,0.0,1,10,2020,8,16,61421,1,0
2020-10-03,0.0,1,10,2020,8,17,61421,1,0
2020-10-04,0.0,1,10,2020,8,18,61432,1,0
2020-10-05,0.0,1,10,2020,8,19,61471,1,0
2020-10-06,752.0,1,10,2020,8,20,61541,1,0
2020-10-07,612.0,1,10,2020,8,21,61494,1,0
2020-10-08,802.0,1,10,2020,8,22,61233,1,0
2020-10-09,957.0,1,10,2020,8,23,60801,0,0
2020-10-10,401.0,1,10,2020,8,24,60313,0,0
2020-10-11,0.0,1,10,2020,8,25,60365,0,0
2020-10-12,567.0,1,10,2020,8,26,60796,0,0
2020-10-13,414.0,1,10,2020,8,27,60632,0,0
2020-10-14,435.0,1,10,2020,8,28,60531,0,0
2020-10-15,687.0,1,10,2020,8,29,60633,0,0
2020-10-16,570.0,1,10,2020,8,30,60557,0,0
2020-10-17,309.0,1,10,2020,9,1,60608,0,0
2020-10-18,15.0,1,10,2020,9,2,60934,0,0
2020-10-19,425.0,1,10,2020,9,3,61565,0,0
2020-10-20,537.0,1,10,2020,9,4,61669,0,0
2020-10-21,439.0,1,10,2020,9,5,61551,0,0
2020-10-22,656.0,1,10,2020,9,6,61858,0,0
2020-10-23,676.0,1,10,2020,9,7,61970,0,0
2020-10-24,401.0,1,10,2020,9,8,62002,0,0
2020-10-25,2.0,1,10,2020,9,9,62283,0,0
2020-10-26,603.0,1,10,2020,9,10,62803,0,0
2020-10-27,791.0,1,10,2020,9,11,62657,0,0
2020-10-28,650.0,1,10,2020,9,12,62094,0,0
2020-10-29,868.0,1,10,2020,9,13,61977,0,0
2020-10-30,680.0,1,10,2020,9,14,61594,0,0
2020-10-31,581.0,1,10,2020,9,15,61465,0,0
2020-11-01,36.0,1,11,2020,9,16,61264,0,0
2020-11-02,789.0,1,11,2020,9,17,61721,0,0
2020-11-03,557.0,1,11,2020,9,18,61329,0,0
2020-11-04,473.0,1,11,2020,9,19,61086,0,0
2020-11-05,773.0,1,11,2020,9,20,61253,0,0
2020-11-06,595.0,1,11,2020,9,21,61046,0,0
2020-11-07,450.0,1,11,2020,9,22,60984,0,0
2020-11-08,0.0,1,11,2020,9,23,61023,0,0
2020-11-09,599.0,1,11,2020,9,24,61536,0,0
2020-11-10,525.0,1,11,2020,9,25,61355,0,0
2020-11-11,406.0,1,11,2020,9,26,61008,0,0
2020-11-12,652.0,1,11,2020,9,27,61070,0,0
2020-11-13,478.0,1,11,2020,9,28,60889,0,0
2020-11-14,229.0,1,11,2020,9,29,60818,0,0
2020-11-15,4.0,1,11,2020,10,1,61455,0,0
2020-11-16,553.0,1,11,2020,10,2,62472,0,0
2020-11-17,547.0,1,11,2020,10,3,62843,0,0
2020-11-18,434.0,1,11,2020,10,4,62833,0,0
2020-11-19,858.0,1,11,2020,10,5,63563,0,0
2020-11-20,709.0,1,11,2020,10,6,63790,0,0
2020-11-21,290.0,1,11,2020,10,7,64175,0,0
2020-11-22,3.0,1,11,2020,10,8,64946,0,0
2020-11-23,758.0,1,11,2020,10,9,65954,0,0
2020-11-24,818.0,1,11,2020,10,10,65961,0,0
2020-11-25,646.0,1,11,2020,10,11,65609,0,0
2020-11-26,1141.0,1,11,2020,10,12,65878,0,0
2020-11-27,776.0,1,11,2020,10,13,65606,0,0
2020-11-28,504.0,1,11,2020,10,14,65744,0,0
2020-11-29,0.0,1,11,2020,10,15,66045,0,0
2020-11-30,1045.0,1,11,2020,10,16,66781,0,0
2020-12-01,3009.0,1,12,2020,10,17,66142,0,0
2020-12-02,581.0,1,12,2020,10,18,63243,0,0
2020-12-03,636.0,1,12,2020,10,19,63238,0,0
2020-12-04,584.0,1,12,2020,10,20,63120,0,0
2020-12-05,360.0,1,12,2020,10,21,63055,0,0
2020-12-06,7.0,1,12,2020,10,22,63371,0,0
2020-12-07,612.0,1,12,2020,10,23,63922,0,0
2020-12-08,528.0,1,12,2020,10,24,63807,0,0
2020-12-09,470.0,1,12,2020,10,25,63537,0,0
2020-12-10,914.0,1,12,2020,10,26,63658,0,0
2020-12-11,532.0,1,12,2020,10,27,63379,0,0
2020-12-12,286.0,1,12,2020,10,28,63574,0,0
2020-12-13,33.0,1,12,2020,10,29,64194,0,0
2020-12-14,579.0,1,12,2020,10,30,65002,0,0
2020-12-15,584.0,1,12,2020,11,1,65155,0,0
2020-12-16,557.0,1,12,2020,11,2,64944,0,0
2020-12-17,828.0,1,12,2020,11,3,65363,0,0
2020-12-18,560.0,1,12,2020,11,4,65270,0,0
2020-12-19,349.0,1,12,2020,11,5,65577,0,0
2020-12-20,5.0,1,12,2020,11,6,65967,0,0
2020-12-21,608.0,1,12,2020,11,7,66617,0,0
2020-12-22,538.0,1,12,2020,11,8,66615,0,0
2020-12-23,665.0,1,12,2020,11,9,66399,0,0
2020-12-24,1075.0,1,12,2020,11,10,66544,0,0
2020-12-25,736.0,1,12,2020,11,11,66302,0,0
2020-12-26,382.0,1,12,2020,11,12,66449,0,0
2020-12-27,3.0,1,12,2020,11,13,67012,0,0
2020-12-28,670.0,1,12,2020,11,14,67753,0,0
2020-12-29,751.0,1,12,2020,11,15,67782,0,0
2020-12-30,842.0,1,12,2020,11,16,67175,0,0
2020-12-31,2080.0,1,12,2020,11,17,67301,0,0
2021-01-01,20.0,1,1,2020,11,18,66068,1,0
2021-01-02,13.0,1,1,2020,11,19,66048,1,0
2021-01-03,18.0,1,1,2020,11,20,66793,1,0
2021-01-04,1260.0,1,1,2020,11,21,67727,0,0
2021-01-05,634.0,1,1,2020,11,22,67124,0,0
2021-01-06,494.0,1,1,2020,11,23,67220,0,0
2021-01-07,1020.0,1,1,2020,11,24,67615,0,0
2021-01-08,782.0,1,1,2020,11,25,67543,0,0
2021-01-09,616.0,1,1,2020,11,26,67470,0,0
2021-01-10,0.0,1,1,2020,11,27,67526,0,0
2021-01-11,829.0,1,1,2020,11,28,68040,0,0
2021-01-12,716.0,1,1,2020,11,29,67217,0,0
2021-01-13,616.0,1,1,2020,12,1,67698,0,0
2021-01-14,1151.0,1,1,2020,12,2,67604,0,0
2021-01-15,1223.0,1,1,2020,12,3,66826,0,0
2021-01-16,468.0,1,1,2020,12,4,65966,0,0
2021-01-17,5.0,1,1,2020,12,5,65814,0,0
2021-01-18,900.0,1,1,2020,12,6,66057,0,0
2021-01-19,626.0,1,1,2020,12,7,65471,0,0
2021-01-20,587.0,1,1,2020,12,8,65036,0,0
2021-01-21,1304.0,1,1,2020,12,9,64746,0,0
2021-01-22,843.0,1,1,2020,12,10,63669,0,0
2021-01-23,514.0,1,1,2020,12,11,63014,0,0
2021-01-24,0.0,1,1,2020,12,12,62709,0,0
2021-01-25,1444.0,1,1,2020,12,13,62855,0,0
2021-01-26,1207.0,1,1,2020,12,14,61416,0,0
2021-01-27,865.0,1,1,2020,12,15,60369,0,0
2021-01-28,1718.0,1,1,2020,12,16,59628,0,0
2021-01-29,1226.0,1,1,2020,12,17,58009,0,0
2021-01-30,907.0,1,1,2020,12,18,56881,0,0
2021-01-31,0.0,1,1,2020,12,19,56108,0,0
2021-02-01,8219.0,1,2,2020,12,20,56191,0,0
2021-02-02,756.0,1,2,2020,12,21,47990,0,0
2021-02-03,601.0,1,2,2020,12,22,47330,0,0
2021-02-04,1373.0,1,2,2020,12,23,46765,0,0
2021-02-05,1291.0,1,2,2020,12,24,45414,0,1
2021-02-06,305.0,1,2,2020,12,25,44142,0,1
2021-02-07,1.0,1,2,2020,12,26,43838,0,1
2021-02-08,0.0,1,2,2020,12,27,43837,0,1
2021-02-09,0.0,1,2,2020,12,28,43839,0,1
2021-02-10,0.0,1,2,2020,12,29,43839,0,1
2021-02-11,0.0,1,2,2020,12,30,43839,1,1
2021-02-12,0.0,1,2,2021,1,1,43839,1,1
2021-02-13,0.0,1,2,2021,1,2,43839,1,1
2021-02-14,0.0,1,2,2021,1,3,43839,1,1
2021-02-15,0.0,1,2,2021,1,4,43839,1,1
2021-02-16,0.0,1,2,2021,1,5,43839,1,1
2021-02-17,0.0,1,2,2021,1,6,43839,1,1
2021-02-18,239.0,1,2,2021,1,7,43839,0,1
2021-02-19,207.0,1,2,2021,1,8,43645,0,0
2021-02-20,96.0,1,2,2021,1,9,43590,0,0
2021-02-21,0.0,1,2,2021,1,10,43615,0,0
2021-02-22,261.0,1,2,2021,1,11,43776,0,0
2021-02-23,397.0,1,2,2021,1,12,43515,0,0
2021-02-24,264.0,1,2,2021,1,13,43430,0,0
2021-02-25,950.0,1,2,2021,1,14,43389,0,0
2021-02-26,763.0,1,2,2021,1,15,42758,0,0
2021-02-27,319.0,1,2,2021,1,16,42255,0,0
2021-02-28,0.0,1,2,2021,1,17,42171,0,0
2021-03-01,2011.0,1,3,2021,1,18,42406,0,0
2021-03-02,293.0,1,3,2021,1,19,40402,0,0
2021-03-03,196.0,1,3,2021,1,20,40501,0,0
2021-03-04,457.0,1,3,2021,1,21,40597,0,0
